"","cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Wersja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Emisja CO2","Typ","Liczba drzwi","Liczba miejsc","Kolor","VAT mar¿a","Kraj pochodzenia","Pierwsza rejestracja","Numer rejestracyjny pojazdu","Zarejestrowany w Polsce","Bezwypadkowy","Serwisowany w ASO","Stan","Rodzaj koloru","Mo¿liwoœæ finansowania","Faktura VAT","Leasing","Pierwszy w³aœciciel","Filtr cz¹stek sta³ych","Gwarancja dealerska (w cenie)","Uszkodzony","Miesiêczna rata","Tuning","lub do (przebieg km)","Generacja","Okres gwarancji producenta","Op³ata pocz¹tkowa","Liczba pozosta³ych rat","Wartoœæ wykupu","Kod Silnika","Akryl (niemetalizowany)","Zarejestrowany jako zabytek","Homologacja ciê¿arowa","Kierownica po prawej (Anglik)"
"1:63","29 900","Osoby prywatnej","Osobowe","Alfa Romeo","159","2.0JTDM Progression","2010","129 200 km","1 956 cm3","Diesel","170 KM","Manualna","Na przednie ko³a",NA,"Kombi","4","5","Czerwony",NA,"Niemcy","07/04/2010",NA,"Tak","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:64","179 900","Firmy","Osobowe","Alfa Romeo","Stelvio","2.0 Turbo Business Q4","2021","1 km","1 995 cm3","Benzyna","200 KM","Automatyczna","4x4 (sta³y)","160 g/km","SUV","5","5","Bia³y",NA,NA,NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"200 000 km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:65","309 000","Osoby prywatnej","Osobowe","Audi","Q7","55 TFSI mHEV Quattro Tiptr","2020","39 000 km","2 995 cm3","Benzyna","340 KM","Automatyczna","4x4 (sta³y)","195 g/km","SUV","5","7","Czarny",NA,"Stany Zjednoczone",NA,"NGI38142","Tak","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,"II (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:66","59 499","Osoby prywatnej","Osobowe","Audi","Q7","4.2 TDI Quattro Tiptr","2008","231 595 km","4 134 cm3","Diesel","326 KM","Automatyczna","4x4 (sta³y)",NA,"SUV","5","7","Szary","Tak","Niemcy","28/08/2008","GD956PK","Tak",NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,"I (2005-2015)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:67","10 900","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","186 958 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Inny kolor","Tak","Niemcy","20/06/2001",NA,NA,"Tak",NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:68","44 000","Osoby prywatnej","Osobowe","Audi","A4","2.0 TDI","2013","240 000 km","1 968 cm3","Diesel","143 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Czarny",NA,NA,NA,NA,"Tak","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,"B8 (2007-2015)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:69","5 500","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.8","1999","251 321 km","1 781 cm3","Benzyna","125 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Czarny","Tak","Niemcy","17/12/1999",NA,NA,"Tak","Tak","U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:70","12 600","Osoby prywatnej","Osobowe","Audi","A6",NA,"1998","392 966 km","1 896 cm3","Diesel","110 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Inny kolor",NA,"Polska","07/01/1999","SR82063","Tak",NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:71","59 900","Osoby prywatnej","Osobowe","Audi","A6","3.0 TDI Quattro S tronic","2011","223 000 km","2 967 cm3","Diesel","204 KM","Automatyczna","4x4 (sta³y)","149 g/km","Sedan","4","5","Czarny",NA,"Francja","14/04/2021","LUB88342","Tak","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C7 (2011-2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:72","319 800","Firmy","Osobowe","Audi","SQ7","4.0 TDI quattro tiptronic","2017","136 000 km","3 956 cm3","Diesel","435 KM","Automatyczna","4x4 (sta³y)","189 g/km","SUV","5","5","Bia³y",NA,"Niemcy","18/01/2018",NA,"Tak","Tak","Tak","U¿ywane","Per³owy",NA,"Tak",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:73","69 990","Osoby prywatnej","Osobowe","Audi","A4","2.0 TDI S tronic","2016","157 000 km","1 968 cm3","Diesel","150 KM","Automatyczna","Na przednie ko³a","104 g/km","Kombi","5","5","Czarny",NA,"Niemcy","07/12/2016",NA,"Tak","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,"157 000 km","B9 (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:74","218 900","Firmy","Osobowe","Audi","A6","50 TDI Quattro Tiptronic","2018","35 874 km","2 967 cm3","Diesel","286 KM","Automatyczna","4x4 (sta³y)","151 g/km","Sedan","4","5","Niebieski",NA,"Niemcy",NA,NA,"Tak","Tak","Tak","U¿ywane","Metalik","Tak","Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,"C8 (2018-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:75","74 900","Osoby prywatnej","Osobowe","Audi","Q5","2.0 TDI quattro S tronic","2014","200 000 km","1 968 cm3","Diesel","177 KM","Automatyczna","4x4 (sta³y)","159 g/km","SUV","5","5","Czarny","Tak",NA,"26/02/2014","GLESP36","Tak","Tak","Tak","U¿ywane","Metalik","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8R (2008-2016)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:76","21 900","Osoby prywatnej","Osobowe","Audi","A3","1.9 TDI Sportback DPF S tronic","2007","216 101 km","1 896 cm3","Diesel","105 KM","Automatyczna","Na przednie ko³a","144 g/km","Kompakt","5","5","Niebieski",NA,"Niemcy","08/08/2007","FEQH30",NA,"Tak","Tak","U¿ywane","Metalik",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,"8P (2003-2012)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:77","74 500","Firmy","Osobowe","Audi","A7","3.0 TDI quattro S tronic","2012","220 000 km","2 967 cm3","Diesel","245 KM","Automatyczna","4x4 (sta³y)","156 g/km","Sedan","5","4","Czarny","Tak",NA,NA,NA,"Tak","Tak","Tak","U¿ywane","Per³owy","Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"C7 (2011-2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:78","51 900","Osoby prywatnej","Osobowe","Audi","S5","4.2 Quattro","2007","219 000 km","4 163 cm3","Benzyna","354 KM","Manualna","4x4 (sta³y)","283 g/km","Coupe","2","4","Bia³y",NA,"Polska","19/09/2007","WL0791M","Tak",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:79","112 900","Firmy","Osobowe","Audi","A3","1.4 TFSI e-tron Sport S tronic","2018","60 400 km","1 395 cm3","Hybryda","150 KM","Automatyczna","Na przednie ko³a","38 g/km","Kompakt","5","5","Czarny",NA,"Polska","27/02/2018",NA,"Tak","Tak","Tak","U¿ywane","Metalik","Tak","Tak","Tak","Tak",NA,NA,NA,NA,NA,"150 000 km","8V (2012-)","27/02/2023",NA,NA,NA,NA,NA,NA,NA,NA
"1:80","53 700","Firmy","Osobowe","Audi","A4",NA,"2015","281 000 km","1 968 cm3","Diesel","150 KM","Manualna","Na przednie ko³a","124 g/km","Kombi","5","5","Szary",NA,"Holandia",NA,NA,NA,"Tak","Tak","U¿ywane","Metalik","Tak","Tak","Tak",NA,"Tak","12 miesiêcy",NA,NA,NA,NA,"B8 (2007-2015)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:81","22 000","Osoby prywatnej","Osobowe","Audi","A6","3.0 TDI Quattro Tiptronic","2005","278 000 km","2 967 cm3","Diesel","224 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan","5","5","Srebrny",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C6 (2004-2011)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:82","349 000","Firmy","Osobowe","Audi","A6 Allroad","50 TDI mHEV Quattro Tiptr","2020","5 000 km","2 967 cm3","Diesel","286 KM","Automatyczna","4x4 (sta³y)","152 g/km","Kombi","5","5","Czarny",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"C7 (2012-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:83","177 120","Osoby prywatnej","Osobowe","Audi","A7","3.0 TDI Quattro Competition Tiptr","2014","135 000 km","2 967 cm3","Diesel","326 KM","Automatyczna","4x4 (sta³y)","162 g/km","Coupe","5","4","Inny kolor",NA,"Polska","22/12/2014","ZS653MC","Tak","Tak",NA,"U¿ywane","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,"2 339 PLN","Tak",NA,"C7 (2011-2018)",NA,"45 000 PLN","36","24 000 PLN",NA,NA,NA,NA,NA
"1:84","67 500","Firmy","Osobowe","Audi","A3","1.4 TFSI CoD ultra Attraction S tronic","2014","95 450 km","1 395 cm3","Benzyna","150 KM","Automatyczna","Na przednie ko³a","109 g/km","Sedan","4","5","Czerwony","Tak","Niemcy","14/10/2014","DW6MX76","Tak","Tak","Tak","U¿ywane","Metalik",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"8V (2012-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:85","17 900","Firmy","Osobowe","Audi","A4","Avant 2.0 TDI DPF Quattro","2006","237 000 km","1 968 cm3","Diesel","140 KM","Manualna","4x4 (sta³y)","181 g/km","Kombi","5","5","Szary","Tak",NA,NA,NA,NA,NA,"Tak","U¿ywane","Metalik","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7 (2004-2007)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:86","29 900","Firmy","Osobowe","Audi","A6","2.4","2008","246 000 km","2 393 cm3","Benzyna","177 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Czarny",NA,"Dania","29/05/2008","PKN7414C","Tak","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C6 (2004-2011)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:87","64 900","Osoby prywatnej","Osobowe","Audi","A5","2.0 TDI Ultra Sportback DPF","2015","170 000 km","1 968 cm3","Diesel","136 KM","Manualna","Na przednie ko³a","109 g/km","Coupe","5","4","Czarny","Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8T (2007-2016)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:88","64 900","Firmy","Osobowe","Audi","A5","8t-2007-2016","2013","212 000 km","2 000 cm3","Benzyna","224 KM","Automatyczna","Na przednie ko³a",NA,"Coupe","5","5","Czarny","Tak",NA,NA,NA,"Tak","Tak","Tak","U¿ywane","Metalik","Tak",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,"8T (2007-2016)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:89","159 799","Firmy","Osobowe","Audi","A7",NA,"2017","73 978 km","1 984 cm3","Benzyna","252 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan","5","5","Srebrny",NA,"Polska","14/04/2017","WE363PJ","Tak",NA,"Tak","U¿ywane","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"C7 (2011-2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:90","208 500","Firmy","Osobowe","Audi","Q3",NA,"2021","5 km","1 395 cm3","Hybryda","245 KM","Automatyczna","Na przednie ko³a",NA,"SUV","5","5","Szary",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe","Per³owy","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:91","217 600","Firmy","Osobowe","Audi","Q5",NA,"2021","5 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV","5","5","Bia³y",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe",NA,"Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"FY (2017-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:92","8 900","Osoby prywatnej","Osobowe","Audi","A4","1.8T Quattro","2004","32 000 km","1 781 cm3","Benzyna","190 KM","Manualna","Na przednie ko³a",NA,"Kombi","4","5","Srebrny","Tak",NA,NA,NA,NA,NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:93","14 400","Osoby prywatnej","Osobowe","Audi","A3","1.6 Limited Edition","2004","125 648 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a","162 g/km","Kompakt","3","5","Szary",NA,NA,"29/10/2004","KCRS17",NA,NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8P (2003-2012)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:94","287 000","Firmy","Osobowe","Audi","A6",NA,"2021","5 km","1 984 cm3","Hybryda","367 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan","5","5","Bia³y",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"C8 (2018-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:95","242 800","Firmy","Osobowe","Audi","A4 Allroad",NA,"2021","5 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi","5","5","Bia³y",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:96","322 900","Firmy","Osobowe","Audi","A7",NA,"2021","5 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan","4","5","Szary",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe","Per³owy","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"C8 (2018-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:97","116 235","Osoby prywatnej","Osobowe","Audi","A6","3.0 TDI quattro S tronic","2015","123 811 km","2 967 cm3","Diesel","272 KM","Automatyczna","4x4 (sta³y)","133 g/km","Kombi","4","5","Szary",NA,NA,NA,"GST69698","Tak",NA,NA,"U¿ywane","Metalik","Tak","Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,"C7 (2011-2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:98","145 400","Firmy","Osobowe","Audi","Q3",NA,"2021","1 km","1 498 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"SUV","5","5","Bia³y",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:99","292 700","Firmy","Osobowe","Audi","A6",NA,"2021","5 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi","5","5","Szary",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe","Per³owy","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"C8 (2018-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:100","199 600","Firmy","Osobowe","Audi","Q5",NA,"2021","1 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV","5","5","Czerwony",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,"FY (2017-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:101","272 100","Firmy","Osobowe","Audi","A6",NA,"2021","5 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi","5","5","Bia³y",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe",NA,"Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"C8 (2018-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:102","25 600","Osoby prywatnej","Osobowe","Audi","A6","2.7 TDI","2008","280 254 km","2 698 cm3","Diesel","180 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Czarny","Tak",NA,NA,NA,"Tak",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C6 (2004-2011)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:103","235 300","Firmy","Osobowe","Audi","Q5",NA,"2021","1 000 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV","5","5","Zielony",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"FY (2017-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:104","464 200","Firmy","Osobowe","Audi","Q7",NA,"2021","900 km","2 995 cm3","Hybryda","462 KM","Automatyczna","4x4 (sta³y)",NA,"SUV","5","5","Czarny",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"II (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:105","15 500","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.8T Multitronic","2002","243 400 km","1 781 cm3","Benzyna+LPG","150 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Czarny",NA,NA,NA,NA,"Tak","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:106","153 500","Firmy","Osobowe","Audi","Q2",NA,"2021","5 km","1 498 cm3","Benzyna","150 KM","Automatyczna","Na przednie ko³a",NA,"SUV","5","5","Czarny",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:107","332 000","Firmy","Osobowe","Audi","A7",NA,"2021","5 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan","4","5","Czarny",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"C8 (2018-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:108","473 500","Firmy","Osobowe","Audi","Q8",NA,"2021","630 km","2 967 cm3","Diesel","286 KM","Automatyczna","4x4 (sta³y)",NA,"SUV","5","5","Czarny",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:109","40 900","Osoby prywatnej","Osobowe","Audi","A4","2.0 TDI","2012","210 000 km","1 968 cm3","Diesel","120 KM","Manualna",NA,NA,"Sedan","5","5","Czarny",NA,NA,NA,NA,"Tak","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:110","137 600","Firmy","Osobowe","Audi","Q2",NA,"2021","1 km","1 498 cm3","Benzyna","150 KM","Automatyczna","Na przednie ko³a",NA,"SUV","5","5","Niebieski",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:111","184 642","Firmy","Osobowe","Audi","A3","45 TFSIe Sportback S tronic","2021","10 km","1 395 cm3","Hybryda","150 KM","Automatyczna","Na przednie ko³a","31 g/km","Kompakt","5","5","¯ó³ty",NA,NA,NA,NA,NA,"Tak",NA,"Nowe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8Y (2020 - )",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:112","72 700","Firmy","Osobowe","Audi","A6",NA,"2013","280 000 km","3 000 cm3","Diesel","245 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi","5","5","Br¹zowy","Tak",NA,NA,NA,NA,"Tak","Tak","U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C7 (2011-2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:113","38 900","Osoby prywatnej","Osobowe","Audi","Q5","2.0 TDI quattro S tronic","2013","156 000 km","1 968 cm3","Diesel","177 KM","Automatyczna","4x4 (sta³y)","159 g/km","SUV","5","5","Szary","Tak","Francja","13/06/2013",NA,NA,NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"8R (2008-2016)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:114","30 900","Firmy","Osobowe","Audi","A4",NA,"2010","265 000 km","1 968 cm3","Diesel","120 KM","Manualna","Na przednie ko³a","124 g/km","Kombi","5","5","Srebrny","Tak","Belgia",NA,NA,NA,NA,"Tak","U¿ywane","Metalik",NA,NA,NA,NA,NA,"12 miesiêcy",NA,NA,NA,NA,"B8 (2007-2015)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:115","20 900","Firmy","Osobowe","Audi","A4",NA,"2005","133 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a","124 g/km","Sedan","5","5","Inny kolor","Tak","Belgia",NA,NA,NA,NA,"Tak","U¿ywane","Metalik",NA,NA,NA,NA,NA,"12 miesiêcy",NA,NA,NA,NA,"B8 (2007-2015)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:116","79 900","Firmy","Osobowe","Audi","A6","Avant 2.0 TDI Ultra S tronic","2016","233 000 km","1 968 cm3","Diesel","190 KM","Automatyczna","Na przednie ko³a","118 g/km","Kombi","5","5","Czarny","Tak","Belgia","06/09/2016",NA,NA,"Tak","Tak","U¿ywane","Metalik",NA,NA,NA,NA,NA,"12 miesiêcy",NA,NA,NA,NA,"C7 (2011-2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:117","25 000","Osoby prywatnej","Osobowe","Audi","S4","Avant 2.7 Quattro","1999","326 740 km","2 671 cm3","Benzyna","265 KM","Manualna","4x4 (sta³y)",NA,"Kombi","5","5","Inny kolor",NA,"Szwajcaria","01/04/1999","DJ91434","Tak",NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:118","82 000","Osoby prywatnej","Osobowe","Audi","A4","2.0 TDI","2016","62 500 km","1 968 cm3","Diesel","150 KM","Manualna","Na przednie ko³a","104 g/km","Kombi","5","5","Czerwony",NA,"Polska","09/08/2016","KR1N648","Tak","Tak","Tak","U¿ywane","Metalik",NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,"90 000 km","B9 (2015-)","09/08/2021",NA,NA,NA,NA,NA,NA,NA,NA
"1:119","109 900","Firmy","Osobowe","Audi","A6","2.0 TDI Quattro S tronic","2016","165 000 km","1 968 cm3","Diesel","190 KM","Automatyczna","4x4 (sta³y)","133 g/km","Kombi","5","5","Czarny","Tak","Niemcy",NA,NA,"Tak","Tak","Tak","U¿ywane","Metalik","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C7 (2011-2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:120","149 900","Firmy","Osobowe","Audi","S3",NA,"2017","103 475 km","1 984 cm3","Benzyna","310 KM","Automatyczna","4x4 (sta³y)",NA,"Kompakt","5","5","¯ó³ty",NA,"Polska","28/03/2018","WB5972R","Tak",NA,"Tak","U¿ywane",NA,"Tak","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,"8V (2012-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:121","119 900","Firmy","Osobowe","Audi","A4",NA,"2018","63 950 km","1 968 cm3","Diesel","150 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","5","5","Czarny",NA,"Polska","22/05/2018","EL2H596","Tak",NA,"Tak","U¿ywane",NA,"Tak","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,"B9 (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:122","98 900","Firmy","Osobowe","Audi","A6","2.0 TDI Quattro S tronic","2016","156 000 km","1 968 cm3","Diesel","190 KM","Automatyczna","4x4 (sta³y)","133 g/km","Kombi","5","5","Czarny","Tak","Niemcy",NA,NA,"Tak","Tak","Tak","U¿ywane","Metalik","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C7 (2011-2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:123","233 700","Firmy","Osobowe","Audi","A6",NA,"2021","5 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan","4","5","Czarny",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe",NA,"Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"C8 (2018-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:124","244 990","Firmy","Osobowe","Audi","A6",NA,"2021","1 km","1 984 cm3","Benzyna","265 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan","4","5","Czarny",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,"C8 (2018-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:125","215 300","Firmy","Osobowe","Audi","A6",NA,"2021","1 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan","4","5","Czarny",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,"C8 (2018-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
